Feature_Set,Avg_F1,Avg_Acc
num_behavioral_ratios,0.5197487225435258,0.8849350614636333
num_breadth_depth,0.07111014826707442,0.8331812634870961
num_page_type_depth,0.04229084813368647,0.830342663482367
num_pruned_engineered,0.5375934900145768,0.8875711301351202
num_raw_counts,0.05056298089754072,0.8330292107754893
num_raw_durations,0.04100532175209469,0.8387066164005145
